,0,1,2
331,경기도일하는청년통장 질문이요,/qna/detail.nhn?d1id=4&dirId=401&docId=298552772,제 친동생이 경기고일하는청년통장에 가입되어있는데18년도 상반기에 신청자격이 되나요??한가구에 중복가입이 안된다는 얘기를 들어서요!
332,재료거동학 문제 계산좀 해주세요.,/qna/detail.nhn?d1id=4&dirId=409&docId=298552750,재료거동학 7번 문제 계산좀 해주세요.
333,전세 세입자입니다 보증금 1억에 부분월세 30만원인데요 계약만기가 4월 14일입니다 이사갈집 계약했구요 이사,/qna/detail.nhn?d1id=4&dirId=4020202&docId=298552731,전세 세입자입니다보증금 1억에 부분월세 30만원인데요계약만기가 4월 14일입니다이사갈집 계약했구요이사날자는6월10일 이지만 그전에도언제든지 현재 살고있는 집주인이 보증금을 해준다면 이사할 수 있는 상황입니다하지만 집주인이 여유를 부리고 빨리 집을뺄생각을 안하시는것 같아요궁금한점은 계약만료일인 4월 14일이지나서도 이사를 못하게 될경우에 지금현재 내고있는 월세부분을 내야하는지안내도 되는건지 정확히 알고싶습니다전문가님의 좋은 답편 부탁드릴께요 ^^
334,창업했다가 실패하면,/qna/detail.nhn?d1id=4&dirId=407&docId=298552696,돈만 날리는거잖아요맞죠?그런데 왜 들 창업하려는거죠회사가면되는데
335,특정고압가스 사용허가서 육하원칙 작성요령,/qna/detail.nhn?d1id=4&dirId=40302&docId=298552682,특정고압가스 사용허가서 육하원칙 작성요령
336,A-roma innocent 해석 부탁 드려요,/qna/detail.nhn?d1id=4&dirId=40103&docId=298552676,A-roma innocent 해석 부탁 드려요
337,곱셈공식에서 이해가 안가는부분이 있습니다. 검은 동그라미 친 곳이 이해가 안가는데 왜 식 마지막 부분이 -4,/qna/detail.nhn?d1id=4&dirId=40103&docId=298552634,곱셈공식에서 이해가 안가는부분이 있습니다.검은 동그라미 친 곳이 이해가 안가는데왜 식 마지막 부분이 -4ab인가요??
338,친구가 고기집을 차렸는데,/qna/detail.nhn?d1id=4&dirId=407&docId=298552567,무료로 달라고하면조금 비양심인걸까요...저렴하게 먹고픈데
339,폰테크 유심 받으려고 하니깐 유심을 찾아야 하는대 못찾겠다 소액결제는 안하니깐 걱정말라고 문자왔는대 그냥 집,/qna/detail.nhn?d1id=4&dirId=4010506&docId=298552548,폰테크 유심 받으려고 하니깐 유심을 찾아야 하는대 못찾겠다 소액결제는 안하니깐 걱정말라고 문자왔는대 그냥 집 근처 대리점 가서 유심 재발급 받는게 좋겠조?? 그리고 재발급 받을때 신분증만 있으면되나요 개통한 전화번호라든지 기기종 등 물어보나요? 개통만 했지 아무것도 모르는 상태인대
340,고교 3학년 위탁 교육 후 대학 진학,/qna/detail.nhn?d1id=4&dirId=406&docId=298552535,현재 영상제작과로 위탁교육과정 수업을 받고있는 학생입니다대학 진학을 생각하고있는데 특별전형에는 무엇이 있고 갈수있는 대학은 어디있는지 알려주세요 ㅠㅠ
341,안녕하세요 거두절미하고 질문드릴께요 제가급하게 목돈이 필요해서요 주변에 알아보니 마이너스통장을 추전하더라구요,/qna/detail.nhn?d1id=4&dirId=40104&docId=298552528,"안녕하세요 거두절미하고 질문드릴께요제가급하게 목돈이 필요해서요주변에 알아보니 마이너스통장을 추전하더라구요현재 제 입장에서 마이너스통장이개설가능한지...여쭤보고싶어요현재 제 신용상태는신용카드 2개, 삼성, 농협이고요 토스로 알아보니 6등급이 나오더라구요.. 제가 직장그만두 카드값 연체때문에.. 현재는 연체된거없이 3개월이상 꾸준이 납입하고있구요 대출은 삼성카드 장기대출 약 200만원정도 남았습니다현재 일하고있는 직장에서는 월 약세후 210받고 있구요 현재 1년 3개월정도 3개월정도 근무하고있습니다제 신용상태에서 마이너스 통장 개설한지.. 개설한다면 얼마정도 가능한지.. 저희회사 주거래는 국민이구요.. 알아보니 이자가 싸다고하더라구요..가능할까요? 급합니다 여러조언부탁드릴께요.. 내공팍팍드립니다.."
342,간호조무사 학원 다니다가 이사할 예정인데 이사룰 멀리가서 학원을 못다니는데 7개월 다니다 못다닐거 같은데 7,/qna/detail.nhn?d1id=4&dirId=40603&docId=298552521,간호조무사 학원 다니다가 이사할 예정인데 이사룰 멀리가서 학원을 못다니는데 7개월 다니다 못다닐거 같은데 7개월이면 이론이나 살습 충분히 이수할 시간이죠?? 시험 볼수잇는거죠#간호조무사
343,생활체육지도사 2급 필기 땄는데요. 실기를 동영상강좌보면서 헬스장에서 혼자 독학으로 딸수가 있나요? 아님 전,/qna/detail.nhn?d1id=4&dirId=40602&docId=298552484,생활체육지도사 2급 필기 땄는데요.실기를 동영상강좌보면서 헬스장에서 혼자 독학으로딸수가 있나요? 아님 전문 트레이너한테 지도를 받아야하나요
344,창업하려는데 프렌차이즈,/qna/detail.nhn?d1id=4&dirId=407&docId=298552481,상권보호가 있다는데이게 뭔소린가요멀 보호해준단거죠
345,지금 원화대출 연체율 상승했다고 떴잖아요 그게 곧 뭘 의미하는거에요??,/qna/detail.nhn?d1id=4&dirId=409&docId=298552463,지금 원화대출 연체율 상승했다고 떴잖아요 그게 곧 뭘 의미하는거에요??
346,현재 전세로 살고 있습니다. 집주인이 사기꾼이라 이번에 계약만료후 이사를 계획중입니다.,/qna/detail.nhn?d1id=4&dirId=40201&docId=298552447,서울 강동구의 집값이 많이 떨어져서 집을 매입해볼까도 고민중이고 전세를 한번 더 살까도 고민중입니다.신축빌라 3년정도 된것도 방3의 경우 3억아랫쪽으로 분양이 가능한 걸로 보입니다. 전세가 어떤곳은 더 비싸더라구요. 빌라라서 매매가 망설여지는데 그 돈으로 사는게 나을까요? 아니면 전세로 2년더 살고 이후에 아파트를 찾아가는게 맞는 걸까요? 고민됩니다.
347,근데 옹진군 공무원은 자차가 굳이 필요없죠?,/qna/detail.nhn?d1id=4&dirId=40601&docId=298065968,근데 옹진군 공무원은 자차가 굳이 필요없죠?
348,대출이자로 8만원만 낼수있습니다 이 돈으로는 은행에서 얼마정도를 빌릴 수 있나요? (전세금에 쓰려구요),/qna/detail.nhn?d1id=4&dirId=4020201&docId=298552412,대출이자로 8만원만 낼수있습니다이 돈으로는 은행에서 얼마정도를 빌릴 수 있나요?(전세금에 쓰려구요)
349,"안녕하세요 전세보증금반환요청 내용증명서 검토부탁드리며, 현재 경매/공매 진행을 앞두고 전세보증금반환에 대해",/qna/detail.nhn?d1id=4&dirId=40204&docId=298552381,"안녕하세요전세보증금반환요청 내용증명서 검토부탁드리며,현재 경매/공매 진행을 앞두고 전세보증금반환에 대해 우려가 되어보증금 미리 청구 및 보증금 반환계획에 대해 문의하는 내용입니다.문제가 있을지 검토부탁드립니다.------------------------------------------전세보증금반환요청발신인 : xxx주소 : xxx핸드폰 번호 : xxx수신인 : xxx주소 : xxx1. 귀하는 xxx(이하 ‘이 건 부동산’이라고 합니다.)의 소유자이자 임대이고 본인은 이 건 부동산 세입자 xxx입니다.2. 귀하와 발신인은 이건 부동산에 대하여 임대차보증금 6000만원, 임대차 계약기간은 2016년 06월 xx일부터 2018년 06월 xx일까지 24개월로 하는 임대차계약을 체결하였습니다. 그리고 2017년 9월 4일 및 2017년 12월 24일경에 문자 및 구두로 계약연장에 대한 뜻이 없고, 2018년 2월 또는 3월에 이사를 가겠다는 의사를 전달드렸으며, 귀하께서도 승낙하셨었습니다.3. 이후 임차하는 건물이 경매 (사건번호 xxx)와 공매 (관리번호 xxx) 진행 예정임을 확인하게 되어 보증금반환에 대해 우려됩니다. 또한 현재 공매/경매 진행예정으로 인해 위 2항의 내용이 묵시적 보류된 상태입니다.4. 공매/경매 금액 납부를 약속하신 2018년 04월 06 일자까지 약속 이행해주시기 바랍니다. 본 내용은 총 4명의 임차인 앞에서 구두 및 각서로 문서 작성하신바 있습니다.5. 이에 발신인은 본 내용증명을 통하여 이건 부동산의 임대차계약 해지통지를 확정하고자 하며 공매/경매건으로 인해 보증금반환에 대해 우려가 되어 미리 청구드리며, 이건 부동산의 계약종료일인 2018년 06월 xx일에 보증금 반환이 가능한지, 지급계획이 어떻게 되는지 답변요청드립니다.6. 계약종료인까지 보증금반환이 이행되지 아니할 경우 발신인은 법률적인 절차로써 해결할 수 밖에 없음을 양해하여 주시고, 이로 인하여 발생되는 제반비용 (대략적인 소송비용, 이사 이후 지연이자 15%, 임차권등기 실행, 강제집행 비용 등)은 모두 귀하에게 지울 수 있습니다. 다만 임차권등기와 관련하여 임차권등기가 완료되면 신규 임차인이 거래를 꺼리게 되어 귀하의 목적물 매매나 임대가 어려워질수 있으며 임차권등기 이후에 보증금을 반환하시더라도 등기부에 말소 기록이 남게 됨을 알려드립니다.7. 서로 간에 손해가 확대되지 아니하도록 원만한 해결이 이루어 질 것을 기대합니다.첨부 : 임대차계약서 사본 1부, 임차인 통장사본 1부, 각서 사본 1부"
350,옹진군청 공무원분들 매일 같이 정시 퇴근 못하고,/qna/detail.nhn?d1id=4&dirId=40601&docId=298068493,옹진군청 공무원분들 매일 같이 정시 퇴근 못하고저녁 7~8시까지 근무하는 것이 태반인가요?
351,이거 좀 알려주세요ㅕ.;,/qna/detail.nhn?d1id=4&dirId=40601&docId=298122847,"껍데기 ex)달걀, 굴껍질 ex)귤이거 좀 알려주세요ㅕ.;"
352,버팀목전세대출을 받으면,/qna/detail.nhn?d1id=4&dirId=4010502&docId=298552330,"버팀목전세대출을 받으면 신용도가 많이 떨어지는가요?왜냐하면 신용대출도 받으려고 하는데어느걸 먼저 하는게 좋을까요?신용도는 1등급이고,  기대출은 없습니다."
353,여수 스카이플라이 예약관련 질문 스카이플라이를 예약했는데 무통장입금만가능하대서 무통장입금을하고 기다렸습니다,/qna/detail.nhn?d1id=4&dirId=40401&docId=298552326,여수 스카이플라이 예약관련 질문스카이플라이를 예약했는데무통장입금만가능하대서 무통장입금을하고 기다렸습니다 이틀전에 거래했는데 아직 확인해보니 입금대기상태라는거래요언제까지 기다려야할까요그리고 결제완료되면 기프티콘처럼 된 바코드형식의 문자가 올까요?아니면 방문후에 예약자라고 하면 되나요?
354,공인인증서 질문해요,/qna/detail.nhn?d1id=4&dirId=40107&docId=298552292,얼마전에 은행에서 만들고 휴대폰에 받아놨는데쓸일이 있어서 컴퓨터에 재발급 받았거든요그러면 휴대폰에 있는거는 못쓰는건가요? 폰에서 로그인하니까 폐기되었다고 뜨더라구요폰에 다시 받아야하나요?
355,이번에 행복주택 넣어보려고 합니다 (예비신혼부부) 저는 현재 세대원이고 (무주택) 청약 납입한지도 오래됐고,/qna/detail.nhn?d1id=4&dirId=40203&docId=298552286,이번에 행복주택 넣어보려고 합니다 (예비신혼부부) 저는 현재 세대원이고 (무주택) 청약 납입한지도 오래됐고 월소득도 얼추 맞아요 예비 신랑은 세대주이면 현재 혼자 살고 있어요 금데 이 집이 국유지이도 재산세 낸 적은 없습니다 그럼 무주택자가 맞는검가요???
356,창업하려고 자금을 모았는데,/qna/detail.nhn?d1id=4&dirId=407&docId=298552285,제가 하려던 자리옆에진행하려던 편의점이 들어옴 ㅋㅋ이럴땐 어쩌죠 ㅠ
357,앱으로 체크카드 소액신용결제 신청했는데 이랗게 앱에 뜨는데 등록이 된건가요 ?? 바로 쓸수 있는건가요 ?,/qna/detail.nhn?d1id=4&dirId=40104&docId=298552245,앱으로 체크카드 소액신용결제 신청했는데 이랗게 앱에 뜨는데 등록이 된건가요 ?? 바로 쓸수 있는건가요 ? 아 그리고 월급날이 5일이라서 결제일을 변경할려는데 결제일도 변경 되나요 ? 변경할려면 어떻게 해야되나요
358,사업결합시 회계처리방법과 분개 질문드립니다ㅠㅠ 1. 피결합회사의 사외유통 보통주식 1주당 결합회사의 보통주식,/qna/detail.nhn?d1id=4&dirId=40402&docId=298552239,"사업결합시 회계처리방법과 분개 질문드립니다ㅠㅠ1. 피결합회사의 사외유통 보통주식 1주당 결합회사의 보통주식 2주를 발행교부한다고 가정할때2. 피결합회사 주주들에게 피결합회사 사외유통 보통주 1주당 3,000원 현금지급 가정할때지분통합법, 매수법으로 분개랑 회계처리하는 방법 좀 가르처주세요"
359,컴퓨터 영상디자인쪽 관련 질문,/qna/detail.nhn?d1id=4&dirId=40608&docId=298552233,"나이는 벌써 20대 후반이구요.대학교를 전문대도 안나온 고졸인데영상디자인쪽 배워서 취업이 가능하긴 한가 해서요.현재 취미로 시작했던 영상을포토샵 일러스트 시포디 에펙 까지 배웠고, 현재 욕심에 마야까지 진행중 입니다.잘한다고 말할 수준은 아니고 이제 초보 수준이고 머리 부여잡고 노력하는 정도인데학원 다니면서 보니까 거의 다 실무에서 일 하면서 더 필요해서 왔거나, 대학교 졸업하고 온 졸업생들이더라구요.그러다보니 걱정이되서요.일을 안하면서 방통대나 사이버대 나오긴 힘들거 같은데앞으로 진로에 있어서 현직 전문가(?) 분들의 도움을 좀 구하고 싶습니다.그리고 현재 시포디를 배우면 배울수록저는 모션그래픽쪽으로 나가고싶은데 이것을 꼭 전문적으로 배워야하나? 싶은 고민도 계속 듭니다...마야는 워낙 캐릭터모델링에 관심이 있어서 배워 보고싶은데시포디는 제가 생각했던것이랑 많이 다르고 어려워서 고민이 되는데 어떻게 하는게 좋을까요?"
360,"산업시설이 해외로 이전하는 사례 최대한 빨리.,제발요..ㅠ",/qna/detail.nhn?d1id=4&dirId=405&docId=298552201,"산업시설이 해외로 이전하는 사례최대한 빨리.,제발요..ㅠ"
361,대통령경호처 영어면접,/qna/detail.nhn?d1id=4&dirId=40601&docId=298552193,대통령경호처 채용할 때 영어면접을 본다고 하는데 보통 어느걸 물어보죠?그리고 영어면접이 어렵나요?그리고필기시험이 어렵나요?
362,버팀목 전세자금 대출 및 전입신고 관련,/qna/detail.nhn?d1id=4&dirId=4020201&docId=298552187,"버팀목 전세자금 대출 관련 질문드립니다.상황을 보다 구체적으로 말씀드릴게요.지인이 버팀목 전세자금 대출(약 3,300만원)을 받고, 남은 부족한 부분을 2금융권에서 대출(약 1,500만원)을 받았습니다. 그 후 계약을 완료하고 확정일자를 받기 위해 주민센터에서 전입신고를 하였습니다. 개인적인 사정으로 이사를 오지 못하게 되었고, 다시 원래 살던 집에서 지내고 있습니다.전입신고를 다시 하였는지는 확실히 모르지만, 만약 다시 했을 경우 문제가 생기는지 궁금하고, 또한 계약 후 새로운 집에서 거주하지 않으면 불이익을 받게 되는지 궁금합니다."
363,혹시 카드사에 연락해서 신용카드 다른사람통장으로 자동이체 되냐구 물어보면 된다고하나요?,/qna/detail.nhn?d1id=4&dirId=40104&docId=298552169,혹시 카드사에 연락해서 신용카드 다른사람통장으로 자동이체 되냐구 물어보면 된다고하나요?
364,"성공한 창업사례, 성장배경",/qna/detail.nhn?d1id=4&dirId=40703&docId=298552137,중소기업이나 대기업 성공사례랑 성장배경 좀 알려주세요ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ예를 들어 설빙같은 경우에 조그만한 시장에서 시작해서 입소문이나서 그렇게 성장한 비슷한 사례들 좀 알려주세요ㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜ
365,이번 주 토요일에 국가직 9급 한국사에서 북한 관련 문제가 안 나오면,/qna/detail.nhn?d1id=4&dirId=40601&docId=298006682,"이번 주 토요일에 국가직 9급 한국사에서 북한 관련 문제가 안 나오면지방직 9급에 안 나온다고 보는 것이 맞겠죠?북한은 서울시, 경찰쪽에서만 나온다고 알아서요."
366,오토바이로세계여행을 하려고 합니다.오토바이를해외로가지고가려면 어텋게해야하나요?서륭절차일러주시면고맙슴니다.,/qna/detail.nhn?d1id=4&dirId=405&docId=298552092,오토바이로세계여행을 하려고 합니다.오토바이를해외로가지고가려면 어텋게해야하나요?서류절차일러주시면고맙슴니다.
367,이번에 서울시 9급 한국사,/qna/detail.nhn?d1id=4&dirId=40601&docId=298005013,이번에 서울시 9급 한국사작년 서울시 사회복지직 9급 한국사보다는 훨씬 쉽지 않았나요?
368,매출장부 함수 질문이요,/qna/detail.nhn?d1id=4&dirId=40402&docId=298552067,첨부된 장부에서 미수금만 뽑아서 정리해야 되는데요.옆에 미수장부시트에 있는것처럼 뽑을 건데요 어떻게 해야되는 건가요?마트장부.xlsx내PC 저장네이버 클라우드 저장
369,월급100만원에 월세30만원 생활 가능한가요?,/qna/detail.nhn?d1id=4&dirId=4020202&docId=298552066,"월급100만원에 월세30만원 생활 가능한가여?혼자사는데보통 수도,가스요금 얼마나나오는지"
370,자동차보험 휴업손해 도시일용노동자보다 적은 150만원받는데 150만원의 85프로만 지급되나요? 백수도 도시일,/qna/detail.nhn?d1id=4&dirId=401030202&docId=298552044,자동차보험 휴업손해도시일용노동자보다 적은 150만원받는데150만원의 85프로만 지급되나요?백수도 도시일용노동자금액 받는다는데월급이 적어서 억울하네요어떤분은 적으면 도시일용노동자 85프로라하고헷갈리네요보험회사는 150의 85프로만 인정된다 하더라구요
371,전기직 공무원 9급을 패스해야 진짜 기술인으로 거듭나는거죠?,/qna/detail.nhn?d1id=4&dirId=40601&docId=297849912,전기직 공무원 9급을 패스해야 진짜 기술인으로 거듭나는거죠?아 근데 전기직 공무원도 명장이 될 수 있나요?
372,오피스 2013 제품키..... ㅜ.ㅜ,/qna/detail.nhn?d1id=4&dirId=40608&docId=298552012,실수로 노트북에 있는 오피스 파일을 지워버렸어요.....아....파일이야 구해볼수 있는데 제품키가 문제네요.죄송하지만 제품키 공유 가능한 혜자스러운분 없으실까요?일도못하고 미치겠네요..
373,집 내놓을때 중개업자,/qna/detail.nhn?d1id=4&dirId=4020202&docId=298552000,"안녕하세요.월세 2년 계약했고 암묵적으로 3년 4개월정도 살고 있습니다.이사가야해서 집주인아저씨게 얘기했고, 부동산에 내놨다고 했습니다.그 부동산에서 모두 계약하는 걸로 알고 있습니다. 저 역시 그랬구요.얼른 이사를 가야하는데 집보러오는 사람도 별로 없고 해서제가 아는 부동산 한군데에 더 내놓겠다고 하니 원래 부동산 사장님이 안된다고 합니다.그 건물은 본인 부동산에서 관리하는 건물이라구요...어차피 집주인쪽 복비 제가 물어야하고새로 들어올 세입자 복비까지 원래 부동산에서 받고싶어서 그러는건가요?임대인 부동산 따로 임차인 부동산 따로 해도 상관없지않나요?"
374,한국금거래소 대리점 카드구매,/qna/detail.nhn?d1id=4&dirId=40104&docId=298551961,"어제 37,5그램 구매하였는데 현금가 197만원 이고 카드가 204만원인데 카드로구매하였습니다 카드로 구매하면 돈이더붙는게 맞는건가요??금도요?? 한국금거래소 금은 사이트나와있는가격으로 구매하는걸로 알고있는데 세금나와서 더붙이는건가요?? 그리고 제가 국민 one 신용카드쓰시고 있는데 혹시 어제 일시불로했는데 10개월할부로 바꿀수있나요 국민카드쓰시는분들 이벤트에 10개월 무이자 할부이벤트있던데 나이가어려서 궁금한게 많네요..."
375,안녕하세요? 15년 만기가 안되는 실비보험도 있나요?,/qna/detail.nhn?d1id=4&dirId=401030201&docId=298551959,안녕하세요? 15년 만기가 안되는 실비보험도 있나요?
376,겔럭시s9 광고모델 이름좀 알려주세요 사진있음,/qna/detail.nhn?d1id=4&dirId=40401&docId=298551938,이모델분 이름좀 알려주세요삼성 홍보팀 님들아~~ 어서요
377,가장긁은볼펜심,/qna/detail.nhn?d1id=4&dirId=40603&docId=298551935,가장긁은볼펜심
378,자소서 질문입니다,/qna/detail.nhn?d1id=4&dirId=406&docId=298551917,구인구직사이트를 통해 이력서를 넣어려고 하는대요궁금한게 자소서를 처음쓰다보니 성장과정을 어떻게 써야할지 모르겠더라구요너무 구구절절쓰기만하니 평범하고 뭔가 특색이없는거 같아서요그래서 저가 고등학생때 까지만해도 내성적이였는대 여행을 다니면서 그런것이 고쳐지고 그계기로 그직업에 관심을 가지게된 이유를 쓰려고하는대 성장과정에 이런내용을 써도될까요??
379,전세 보증금 지급명령 신청을 했는데 채무자가 이의 신청을 했습니다 소송으로 넘어 간다고 하는데 어떻게 해안,/qna/detail.nhn?d1id=4&dirId=4020201&docId=298551909,전세 보증금 지급명령 신청을 했는데 채무자가 이의 신청을 했습니다 소송으로 넘어 간다고 하는데 어떻게 해야 할지 걱정입니다 변호사 쓸수있는 여력은 안되고 어떻게 대처를 해야할지 걱정 입니다 전세금은 3천5백만원 입니다. 재판 진행시 어떻게 해야 할지 걱정 입니다 내용 증명서 전세 연장하지 않겟다는 문자내역 인터넷 보고 준비해야 할건 다 준비했습니다전세 계약시 계약서에 확정일자 도 받아 둿구요 재판시 어떻게 해야 할까요??
380,전세 보증금 지급명령 신청을 했는데 채무자가 이의 신청을 했습니다 소송으로 넘어 간다고 하는데 어떻게 해안,/qna/detail.nhn?d1id=4&dirId=4020201&docId=298551909,전세 보증금 지급명령 신청을 했는데 채무자가 이의 신청을 했습니다 소송으로 넘어 간다고 하는데 어떻게 해야 할지 걱정입니다 변호사 쓸수있는 여력은 안되고 어떻게 대처를 해야할지 걱정 입니다 전세금은 3천5백만원 입니다. 재판 진행시 어떻게 해야 할지 걱정 입니다 내용 증명서 전세 연장하지 않겟다는 문자내역 인터넷 보고 준비해야 할건 다 준비했습니다전세 계약시 계약서에 확정일자 도 받아 둿구요 재판시 어떻게 해야 할까요??
381,"전기직 9급 필기, 면접이 어떻게 진행되는지는 누구나 다 알고는 있죠?  5월 19일이라...  어느 지역은 미달난 곳도 있는데 정말 부럽더라고",/qna/detail.nhn?d1id=4&dirId=40601&docId=297787253,"전기직 9급 필기, 면접이 어떻게 진행되는지는 누구나 다 알고는 있죠?5월 19일이라...어느 지역은 미달난 곳도 있는데 정말 부럽더라고요.오로지 필기 성적이야9급에서는 필기보다 중요한 것은 없어"
382,저희가 음식점을 내려고하는데 상호명이. 예를들어 청개구리 예요 근데 중소기업 회사업체상호명이. 청개구리입니다,/qna/detail.nhn?d1id=4&dirId=40703&docId=298551852,저희가 음식점을 내려고하는데상호명이. 예를들어 청개구리 예요근데 중소기업 회사업체상호명이. 청개구리입니다이경우 저희가 청개구리라는 상호명를 쓰면안되는건가요?쓰게되면. 불이익이있는지궁금하네요
383,전세 확정일자와 전세권설정 중에 분쟁이 발생하였을때 우선 순위가 궁금합니다 예를들어 4월 3일 전입신고및 확,/qna/detail.nhn?d1id=4&dirId=4020201&docId=298551835,전세 확정일자와 전세권설정 중에 분쟁이 발생하였을때 우선 순위가 궁금합니다예를들어4월 3일 전입신고및 확정일자 (4월4일 0시부터 효력)4월 4일 전세권 설정 (4월4일 9시부터 효력)위 두가지중 날짜 상으로는 같아서분쟁이 생겼을때 시간으로도 선후 순위를 정하는지요??
384,공무원 9급 최종합격하면 국가기간전략산업(취업성공패키지) 즉시 그만두어야 하죠?,/qna/detail.nhn?d1id=4&dirId=40612&docId=298208135,공무원 9급 최종합격하면국가기간전략산업(취업성공패키지) 즉시 그만두어야 하죠?
385,"비상장주식 매도 후, 당일에 재매수를 하게 되면 양도소득세 부과에 대해 알고 싶습니다.",/qna/detail.nhn?d1id=4&dirId=407&docId=298551783,"간단히 요점만 정리해서 문의하겠습니다~1.비상장 주식 매입가: 5,000원2.상장 후 매도가: 20,000원3.상장 후 매도한 당일에 동일 주식을 재매수 후6개월 후 매도가: 40,000원위와 같은 경우에 양도소득세 기준은2만원과4만원 중 어느 것이 맞는지요?감사합니다."
386,"입찰, 계약에 관하여 질문있습니다.",/qna/detail.nhn?d1id=4&dirId=408&docId=287030268,"어떤 기관에 의류 신제품을 개발하여 매년 필요수량의 10%씩 2년간 납품하여 시범사업을 하였습니다.이제 내년부터는 100% 수량을 납품을 할 예정인데,100% 납품을 하면 금액이 커지기 때문에 수의계약은 불가하며 입찰을 해야만 한다고 합니다.하지만 이렇게 된다면 개발은 저희가 해 놓고 진짜 콩고물은 생판 모르는 남에게 떨어지게 되어 불합리하다 생각됩니다.이렇게 힘들게 스펙잡고 연구 개발비 사용하며 참여한 업체가 실제 본사업 실시때 남좋은일 시키지 않고 정당한 대가를 받는 것이 당연하다 생각되며 그 대가라는 것은 당연히 본 사업 실시 때 선정되는것이라 생각합니다.해당 기관의 사업 담당자도 같은 생각이지만 방법을 모른다며, 다만 방법만 있으면 도의상 그렇게 하려 한다고 합니다.이와 같은 경우에 구제 가능한 방법이 있을까요?"
387,[주택청약] 아파트투유 청약 당첨후 포기,/qna/detail.nhn?d1id=4&dirId=40203&docId=298551781,"얼마전에 아파트투유를 통해 청약해서당첨이 되었는데요. (추첨제)지금 회사랑 거리가 너무 멀어서 포기하려고 합니다.청약제한 사항 확인해보니,재당첨제한/특별공금/부적격당첨자 제한/ 가점제 당첨제한은 표기가 되어있지 않고,투기과열지구,청약과열지역만 제한기간이 2023년으로 나오네요.이럴경우, 청약 통장을 새로 만들어야 하나요?"
388,타투 레터링을 팔에다가 하고 싶은데 제 직업이 자동차정비사인데 괜찮을까요?,/qna/detail.nhn?d1id=4&dirId=406&docId=298551751,타투 레터링을 팔에다가 하고 싶은데제 직업이 자동차정비사인데 괜찮을까요?
389,회계 자격증 추천!!!,/qna/detail.nhn?d1id=4&dirId=40402&docId=298551750,안녕하세요마지막 학기를 남겨둔 학생입니다회계 비전공자지만 회계쪽에 관심이 생겨서 알아보는 중입니다회계도 여러가지 자격증이 있던데 그 중에서 전산회계 자격증을 많이 취득한다고 들었습니다너무 흔한 자격증이다보니... 면접에서 어필하기가 어려울 것 같습니다전산회계말고 다른 회계 직무관련된 자격증 추천 부탁드립니다
390,방배역까지 출퇴근 하기에 안양?수원? 어는 곳이 좋을까요?,/qna/detail.nhn?d1id=4&dirId=402&docId=298551708,내년 결혼을 앞두고 있는데여자친구가 방배역(사당쪽)에 출퇴근해야됩니다.저는 시흥 시화에 일을해서 차로 출퇴근 해서상관없을거 같은데1.여자친구 대중교통을 이용하면 수원이나 안양쪽 중에서 어는 곳이 더 편할까요?2.그리고 역주변? 2년 전세로 빌라를 얻을경우...집은 어는곳이 좀 더 저렴할까요~?
391,1월달에 연말정산을 하지 못했습니다.,/qna/detail.nhn?d1id=4&dirId=40311&docId=298551691,작년 8월달에 회사를 그만두고 현재 이직준비 겸 공부를 하고 있습니다.1월달에 하는 연말정산을 하지 못했는데 또 할 수 있는 기간이 있는지요?2017년 1월~8월까지 회사 다녔던 원천징수 영수증이나각종 연말정산때 필요한 서류들은 다 준비되어 있습니다.할 수 있는 기간이 있다면 인터넷으로 하는건지 아니면 직접 세무서 찾아가서 해야 하는지요?
392,전기직 9급 필기 46일 남았네요. 약 6주 정도 남은건가? 다들 어느 지역 응시하시나요?,/qna/detail.nhn?d1id=4&dirId=40601&docId=298253693,전기직 9급 필기 46일 남았네요.약 6주 정도 남은건가?다들 어느 지역 응시하시나요?
393,"GS25나 CU, 세븐일레븐에서 사용하는 재고관리 프로그램을 알고 싶습니다.",/qna/detail.nhn?d1id=4&dirId=40402&docId=298551664,답변주시면 채택은 반드시 해드리겠습니다.CD판매 매장을 하고 있는데요.편의점에서 일해본 직원이 편의점 포스또는 재고관리 프로그램이 잔여수량과 검색이 잘된다고해서 알아보고 있습니다.편의점도 대기업인데 어떤 프로그램을 사용하는지 궁금합니다.감사합니다.
394,인천시 공무원 필기 시험 합격자는 문자 오나요?,/qna/detail.nhn?d1id=4&dirId=40601&docId=298260552,인천시 공무원 필기 시험 합격자는 문자 오나요?
395,이사 나간 사람이 공과금 정산을 안했어요.,/qna/detail.nhn?d1id=4&dirId=402&docId=298551632,전기랑 도시가스랑 정산을 안하구 나갔는데입주할 세대주한테 말하니 자기도 얘기는 해본다고 하면서그 청구는 이전에 살던 사람한테 가는거라서 신경쓰지말라구 하던데이게 무슨 말인지 궁금합니다.
396,"재무관리,경영분석 문제질문합니다 ㅠㅠ",/qna/detail.nhn?d1id=4&dirId=40402&docId=298551620,재무관리 문제중에 총2문제연습문제 풀고있는데 잘 모르겠네요. ㅠㅠ괄호안에 답이랑 그 답이 왜나오는지 간단히 설명 부탁드립니다.내공 걸겠습니다.
